ID	Seed	Sample	pdockq	ppv	pdockq2	pae	plddt	ptm	iptm	ranking_score	correct_result
6wqb	2	3	0.1577237148440582	0.73044282	[0.009698470412903556, 0.00969006427207356]	[0.10985169897473376, 0.11052344374558805]	[85.23828571428572, 84.50171428571429]	0.38	0.1	0.15	0
6wqb	2	4	0.0851892883101432	0.66728511	[0.009564405156995656, 0.009582786940512726]	[0.11906794781259651, 0.12004116348055661]	[75.36166666666666, 75.20222222222223]	0.39	0.11	0.16	0
6wqb	3	0	0.0695169538206651	0.63555449	[0.00943911761883328, 0.009444309218247269]	[0.12203613463018065, 0.12333777699916249]	[70.45285714285714, 69.83714285714287]	0.39	0.11	0.16	0
6wqb	3	1	0.0823407756880938	0.66728511	[0.009475021116556267, 0.009511571936453075]	[0.12450369549097264, 0.12490761360560118]	[69.9291304347826, 70.5813043478261]	0.39	0.11	0.17	0
6wqb	3	2	0.0660768002303584	0.63555449	[0.009482165430664687, 0.009451101799583791]	[0.12378161245440476, 0.12407642735666259]	[70.51086956521738, 69.58739130434783]	0.39	0.11	0.17	0
6wqb	3	3	0.0713202994063621	0.66728511	[0.009431093010925772, 0.009473778380804591]	[0.12376346681692132, 0.1243163194109255]	[69.27239999999999, 70.00439999999999]	0.39	0.11	0.17	0
6wqb	3	4	0.2684631434868687	0.80223507	[0.009560455902586276, 0.009574562705233342]	[0.10299234530610238, 0.1034762989230048]	[87.01117647058823, 87.00676470588236]	0.38	0.08	0.14	0
6wqb	4	0	0.1493166746436594	0.71391784	[0.009743600968241211, 0.009763143374466729]	[0.11053126195027724, 0.11147226060264817]	[85.88060606060606, 85.65303030303029]	0.38	0.11	0.16	0
6wqb	4	1	0.1599073977499764	0.73044282	[0.00980469710408962, 0.009833348348236584]	[0.11301042863343441, 0.11425920620017771]	[85.52378378378378, 85.29081081081081]	0.39	0.11	0.17	0
6wqb	4	2	0.066936237731491	0.63555449	[0.009449819441995484, 0.00949951711217268]	[0.11995249166629944, 0.12065491824516773]	[71.94739130434782, 72.77]	0.39	0.11	0.16	0
6wqb	4	3	0.066449904208888	0.63555449	[0.00953603187535769, 0.009326875794975424]	[0.1194905727658378, 0.12001393814443781]	[74.39133333333334, 68.762]	0.38	0.11	0.16	0
6wqb	4	4	0.0634536728111532	0.63555449	[0.009354748278506572, 0.009445172923413854]	[0.1204080563650381, 0.12086618858398965]	[69.25615384615384, 71.28692307692307]	0.39	0.11	0.16	0
6wqb	5	0	0.1637819666286911	0.73044282	[0.00966745110497623, 0.009670088478017319]	[0.11014882432995199, 0.11101997611001745]	[84.19735294117648, 83.60529411764708]	0.38	0.1	0.16	0
6wqb	5	1	0.1667251055968497	0.73044282	[0.009589377959494895, 0.009589020291226987]	[0.10650296938420269, 0.10695680419620968]	[84.94358974358973, 84.57333333333337]	0.39	0.1	0.16	0
6wqb	5	2	0.1881609308076708	0.74006263	[0.009948684315293584, 0.009957622737243432]	[0.11756801937062893, 0.11718284204449586]	[85.59548387096775, 86.08451612903228]	0.38	0.09	0.15	0
6wqb	5	3	0.0811538362726206	0.66728511	[0.009437403998048422, 0.009467200968952896]	[0.11879946535523762, 0.11990563407741325]	[72.3285, 72.41399999999999]	0.39	0.11	0.16	0
6wqb	5	4	0.3947789294130394	0.86040801	[0.009555356416373603, 0.009558173574463277]	[0.10544863324533943, 0.10581721871830567]	[84.84127272727275, 84.62454545454544]	0.38	0.09	0.15	0
6ywu	1	0	0.7091328562219879	0.98128027	[0.8622764024333898, 0.8597938178413435]	[0.96112362307784, 0.9608338145787515]	[97.03944881889765, 96.95220472440944]	0.94	0.93	0.93	0
6ywu	1	1	0.7068248835630896	0.98128027	[0.8412671429125131, 0.8375433143192073]	[0.9547960487682087, 0.9541168617197969]	[96.69936000000001, 96.59583999999998]	0.94	0.93	0.93	0
6ywu	1	2	0.7065679860364861	0.98128027	[0.8366240597797585, 0.8320039338858216]	[0.9531654212698399, 0.9520765906581751]	[96.64975999999997, 96.54695999999996]	0.94	0.93	0.93	0
6ywu	1	3	0.7067711966759531	0.98128027	[0.8416795964614571, 0.8372698634274661]	[0.9550552586166628, 0.9540223161928886]	[96.69222222222223, 96.59277777777778]	0.94	0.93	0.93	0
6ywu	1	4	0.7078768550963759	0.98128027	[0.8352895896817629, 0.831234808428486]	[0.9529167050698475, 0.952018863895008]	[96.61333333333332, 96.51738095238096]	0.94	0.93	0.93	0
6ywu	2	0	0.7074397950200089	0.98128027	[0.8515976987235634, 0.8503426362908936]	[0.9589393972789194, 0.9585826759167825]	[96.76039370078743, 96.73795275590548]	0.94	0.93	0.93	0
6ywu	2	1	0.7078934732305544	0.98128027	[0.858721930350731, 0.8578790349670158]	[0.9611352463784443, 0.9608272894905621]	[96.8716, 96.86320000000002]	0.94	0.93	0.93	0
6ywu	2	2	0.7102483781731835	0.98128027	[0.8852459876421713, 0.8842349193706126]	[0.9694860946262415, 0.9691069728029009]	[97.28568000000001, 97.27543999999996]	0.95	0.94	0.94	0
6ywu	2	3	0.7083786596165393	0.98128027	[0.857437891739554, 0.8560674386939829]	[0.9602039699072196, 0.9598552538918246]	[96.90543307086612, 96.87653543307086]	0.94	0.93	0.93	0
6ywu	2	4	0.7119558799412798	0.98128027	[0.87852800517028, 0.8784918049752651]	[0.9679734906941438, 0.9680528984748209]	[97.11748031496062, 97.10779527559058]	0.94	0.93	0.94	0
6ywu	3	0	0.7098938051857788	0.98128027	[0.8939027776674623, 0.8914307346029147]	[0.9707900665284437, 0.9702151780082898]	[97.57023999999997, 97.50895999999999]	0.94	0.94	0.94	0
6ywu	3	1	0.7115124128467274	0.98128027	[0.9078496911959448, 0.9067400835582162]	[0.9752779335739805, 0.9750381956447052]	[97.79671999999997, 97.76656000000003]	0.95	0.94	0.94	0
6ywu	3	2	0.7121216858043892	0.98128027	[0.9031491578070782, 0.902416356714004]	[0.973956440770192, 0.973945827413476]	[97.70008, 97.66552]	0.95	0.94	0.94	0
6ywu	3	3	0.7100446395940531	0.98128027	[0.8974893263769746, 0.8966177551669112]	[0.9719401617093204, 0.9719347258836812]	[97.62791999999997, 97.58632]	0.94	0.93	0.94	0
6ywu	3	4	0.7102694522583793	0.98128027	[0.8859325067712696, 0.8843983918538104]	[0.9683980267959449, 0.9680963686812432]	[97.42784000000002, 97.38480000000001]	0.94	0.93	0.94	0
6ywu	4	0	0.7075316985297218	0.98128027	[0.8436293201569279, 0.8400645047261125]	[0.9560240566739016, 0.9552713159275342]	[96.68456692913387, 96.59559055118112]	0.94	0.93	0.93	0
6ywu	4	1	0.7075053301443538	0.98128027	[0.8567605595875465, 0.8543033097142804]	[0.9596280500181863, 0.9591753789515904]	[96.93188976377954, 96.86275590551182]	0.94	0.93	0.93	0
6ywu	4	2	0.7110550826878007	0.98128027	[0.8877480598271652, 0.886345718390898]	[0.9696230146596677, 0.9695401309831713]	[97.39165354330711, 97.33283464566931]	0.95	0.94	0.94	0
6ywu	4	3	0.7088631351796475	0.98128027	[0.8467369134802957, 0.843388034916699]	[0.9564850971320561, 0.9558254732457159]	[96.78220472440944, 96.69346456692915]	0.94	0.93	0.93	0
6ywu	4	4	0.7084524670737188	0.98128027	[0.8594425817948338, 0.855534275526885]	[0.9611118893494819, 0.9603592402088493]	[96.90769841269838, 96.80079365079365]	0.94	0.93	0.94	0
6ywu	5	0	0.707554590409048	0.98128027	[0.8544770394921429, 0.8542807313825884]	[0.9598490484347245, 0.9598859322098146]	[96.80288, 96.79]	0.94	0.93	0.93	0
6ywu	5	1	0.7079525047817441	0.98128027	[0.8622972273546885, 0.8606084705902338]	[0.961690756019163, 0.9611961849462322]	[96.98320000000001, 96.95383999999997]	0.94	0.93	0.93	0
6ywu	5	2	0.7111278017505069	0.98128027	[0.8741142349591667, 0.8726277487066385]	[0.9663168964511586, 0.9659940765715586]	[97.07456692913385, 97.03669291338583]	0.95	0.94	0.94	0
6ywu	5	3	0.7081570718910081	0.98128027	[0.8476259811429797, 0.8460008199198017]	[0.9570389094769189, 0.9566986938475898]	[96.76752, 96.72639999999998]	0.94	0.93	0.93	0
6ywu	5	4	0.7071946181751333	0.98128027	[0.84981191782774, 0.8485583881644866]	[0.9582907528420548, 0.9577671689791929]	[96.74272, 96.73727999999998]	0.94	0.93	0.93	0
6zak	1	0	0.2814639102648339	0.80223507	[0.009804565770573152, 0.00979344504787732]	[0.11475680847373355, 0.11480533984099033]	[84.2190625, 83.91125000000001]	0.55	0.15	0.23	0
6zak	1	1	0.1030639791597418	0.68635536	[0.00964889364617273, 0.009682563190982653]	[0.10383125684583269, 0.10356601075364456]	[88.80285714285715, 89.97]	0.53	0.1	0.18	0
6zak	1	2	0.2865723304179521	0.80223507	[0.009655716150513964, 0.009696853781016417]	[0.11203447186713827, 0.11150449921672274]	[82.4772, 83.9332]	0.54	0.12	0.2	0
6zak	1	3	0.4371987388384584	0.87822061	[0.009692728980978161, 0.009674012569661336]	[0.11228616385761653, 0.11244790941082265]	[83.24338709677419, 82.6443548387097]	0.54	0.11	0.2	0
6zak	1	4	0.1742541391230412	0.73044282	[0.009749796879229139, 0.009722078614274529]	[0.11493572472071026, 0.1149103698605643]	[82.74272727272725, 82.07409090909091]	0.53	0.1	0.19	0
6zak	2	0	0.3466894502866585	0.84294946	[0.010666170020694199, 0.010780005027331006]	[0.1841608526890673, 0.18425304244544755]	[64.55890410958904, 65.98260273972603]	0.54	0.15	0.23	0
6zak	2	1	0.4456843210965571	0.87822061	[0.010252261248296693, 0.010257232228359319]	[0.16847410715607744, 0.17022909795645053]	[64.49780487804878, 63.90780487804878]	0.54	0.14	0.23	0
6zak	2	2	0.4416724487635191	0.87822061	[0.01077670608380046, 0.010675869979658227]	[0.1831336887977111, 0.186085524217243]	[66.34385714285715, 64.01514285714289]	0.54	0.16	0.24	0
6zak	2	3	0.3742549076724715	0.85453785	[0.010639061307417784, 0.010878086082185906]	[0.18036633084380968, 0.18305817655605483]	[65.55848101265825, 67.65303797468356]	0.54	0.17	0.24	0
6zak	2	4	0.3143771560578492	0.81190228	[0.010218885202940953, 0.010132396639497214]	[0.1760247787146357, 0.18004573619956196]	[61.24272727272727, 58.62327272727273]	0.54	0.16	0.24	0
6zak	3	0	0.4635393034559801	0.88570037	[0.009846671978369487, 0.009824416940442426]	[0.10784061412186004, 0.1073960679576058]	[90.71150943396226, 90.50905660377357]	0.54	0.12	0.2	0
6zak	3	1	0.3788897999331239	0.85453785	[0.009757649175863668, 0.009765743697271661]	[0.11240424756811722, 0.11247687671895829]	[84.804375, 84.9534375]	0.54	0.12	0.2	0
6zak	3	2	0.535641433360079	0.90952562	[0.00957028493801658, 0.009559354896724178]	[0.11479090184874183, 0.11552991528077718]	[78.32084745762711, 77.54033898305083]	0.53	0.11	0.19	0
6zak	3	3	0.0693374149385497	0.63555449	[0.009715494505134658, 0.009701592619430289]	[0.10347075928286872, 0.10354669719322146]	[90.96625, 90.515]	0.53	0.09	0.18	0
6zak	3	4	0.2263238283177241	0.77766077	[0.009649503747193559, 0.009620771873315118]	[0.11005372478063746, 0.10961072210729265]	[83.79799999999999, 83.374]	0.54	0.12	0.2	0
6zak	4	0	0.5023361107930919	0.90043139	[0.010235698115191805, 0.010394404825676818]	[0.1532086523325608, 0.15554600344170896]	[70.64623188405795, 72.17376811594204]	0.54	0.14	0.22	0
6zak	4	1	0.132195340287251	0.70615739	[0.009429942434492373, 0.009437055556412263]	[0.10037820901525873, 0.10062458204262588]	[85.376, 85.382]	0.52	0.09	0.18	0
6zak	4	2	0.3728567679501034	0.85453785	[0.010402131688285245, 0.010619188478736333]	[0.17960740497463198, 0.1821499560832047]	[62.61236842105262, 64.65513157894736]	0.54	0.16	0.23	0
6zak	4	3	0.404378615764488	0.87116417	[0.010317549244466657, 0.01048414150367629]	[0.1765009287022639, 0.17704879360498996]	[62.50854545454545, 64.6649090909091]	0.54	0.16	0.24	0
6zak	4	4	0.4860554830822757	0.8919553	[0.010198394333759247, 0.010210222802932661]	[0.1469941607778577, 0.14947405256555946]	[72.97693181818182, 71.97125]	0.54	0.14	0.22	0
6zak	5	0	0.3859249951828361	0.86040801	[0.009608588315860294, 0.009592940017142566]	[0.09956210527910626, 0.09965527427341174]	[91.43115384615386, 90.88538461538464]	0.52	0.09	0.18	0
6zak	5	1	0.378182439979778	0.85453785	[0.010915494246018632, 0.010943389846498154]	[0.1775716657771764, 0.17846888852238257]	[70.2251923076923, 70.2276923076923]	0.54	0.19	0.26	0
6zak	5	2	0.435319136404158	0.87822061	[0.01109249090552715, 0.011281798180014763]	[0.18331413846724895, 0.18679525036141703]	[70.19454545454546, 71.095974025974]	0.55	0.17	0.25	0
6zak	5	3	0.3836258294577341	0.85453785	[0.011324678001550289, 0.011412394233674007]	[0.2015884255626699, 0.2031412677624296]	[66.33393442622949, 66.74147540983608]	0.55	0.21	0.28	0
6zak	5	4	0.2663639097933271	0.78549007	[0.009653694052243096, 0.00967291338206723]	[0.09919701893384673, 0.09936132607243806]	[93.09181818181818, 93.49727272727273]	0.52	0.09	0.18	0
6zbs	1	0	0.2289539734715264	0.77766077	[0.009770735061036116, 0.009782524098242847]	[0.1126005323298203, 0.11291750203774895]	[84.98551724137931, 85.04172413793106]	0.53	0.14	0.21	0
6zbs	1	1	0.1552645324237258	0.73044282	[0.01073183689418971, 0.01073486506679159]	[0.13877602735464606, 0.13947830208778672]	[86.79185185185187, 86.40592592592593]	0.56	0.19	0.26	0
6zbs	1	2	0.1538028931216145	0.71391784	[0.01079650874086327, 0.010782525384047163]	[0.14131372959061814, 0.14142423982053562]	[86.30407407407408, 86.0062962962963]	0.56	0.19	0.26	0
6zbs	1	3	0.1380855562743873	0.70615739	[0.010722356505011138, 0.010699409441291892]	[0.1391434413090191, 0.13899048089690086]	[86.40222222222222, 86.1074074074074]	0.56	0.18	0.26	0
6zbs	1	4	0.0988520904824457	0.66728511	[0.010753141923142001, 0.010728213536425345]	[0.14000217842410748, 0.1400927599701487]	[86.38913043478261, 85.91521739130435]	0.55	0.18	0.26	0
6zbs	2	0	0.3151930646067553	0.82238224	[0.013083700946194352, 0.013228504324833107]	[0.253853494409277, 0.25583546219821823]	[65.72000000000001, 66.14766129032257]	0.69	0.45	0.5	0
6zbs	2	1	0.3444121961682321	0.83367787	[0.013054379740161423, 0.013197789217307757]	[0.2592155595178576, 0.26186544070466183]	[64.17130769230769, 64.4316923076923]	0.69	0.46	0.51	0
6zbs	2	2	0.2964285788919007	0.80223507	[0.013651191461720752, 0.013590217052879668]	[0.26970346906390985, 0.26987920415846867]	[65.25392523364486, 64.85757009345795]	0.7	0.48	0.52	0
6zbs	2	3	0.1535102819308581	0.71391784	[0.009595213319147238, 0.009595654148429281]	[0.0976304261082415, 0.09773040716062568]	[92.83869565217391, 92.7569565217391]	0.52	0.11	0.19	0
6zbs	2	4	0.3269616789893288	0.83367787	[0.01370300237263809, 0.013734303449569302]	[0.27127553680876726, 0.271941161290813]	[65.17297297297297, 65.19171171171173]	0.71	0.49	0.53	0
6zbs	3	0	0.2843982602170217	0.80223507	[0.010918295601352879, 0.011030272383288048]	[0.20007207276466796, 0.20390209789022673]	[62.359478260869565, 62.428000000000004]	0.65	0.38	0.43	0
6zbs	3	1	0.3077720581959527	0.81190228	[0.010319809369493844, 0.010366792623707197]	[0.18302319421635696, 0.18487259895107483]	[60.312285714285714, 60.35038095238095]	0.62	0.33	0.39	0
6zbs	3	2	0.3185003668661984	0.82238224	[0.010890060945746967, 0.010995537247131626]	[0.19508555413713727, 0.19791040354101525]	[63.62280701754386, 63.92429824561404]	0.64	0.36	0.41	0
6zbs	3	3	0.2925047250307462	0.80223507	[0.010491864110741066, 0.01053483042504662]	[0.18179709045798123, 0.18447667492593345]	[63.08033898305085, 62.73381355932204]	0.62	0.32	0.38	0
6zbs	3	4	0.3190550072242032	0.82238224	[0.010906183744205496, 0.010955045250729562]	[0.20171626986046062, 0.20379340140650834]	[61.71420560747663, 61.63046728971962]	0.66	0.39	0.45	0
6zbs	4	0	0.2572870694543406	0.78549007	[0.009353161626850046, 0.009301215581746802]	[0.12381698923691542, 0.12361737931538234]	[67.30969696969697, 66.10863636363636]	0.54	0.16	0.23	0
6zbs	4	1	0.2680818342078928	0.80223507	[0.009627235769848287, 0.009643787964476788]	[0.1251592308433132, 0.125230792168401]	[73.16709090909092, 73.50981818181818]	0.54	0.16	0.23	0
6zbs	4	2	0.1189460595444922	0.68635536	[0.010580879662486208, 0.01058950041610515]	[0.13606886307552407, 0.13581466224261496]	[85.8732, 86.18719999999998]	0.55	0.18	0.25	0
6zbs	4	3	0.2155867182346523	0.75941223	[0.010478891597592396, 0.010490857066339586]	[0.13304236491609772, 0.13300983022677057]	[85.95703703703704, 86.19925925925926]	0.55	0.17	0.25	0
6zbs	4	4	0.1344729242623524	0.70615739	[0.010580087335370579, 0.010600521572440395]	[0.1356560300041989, 0.13639079304901444]	[86.12041666666666, 86.01791666666666]	0.55	0.18	0.25	0
6zbs	5	0	0.2474888848124695	0.78549007	[0.010301529493531313, 0.010257796635033413]	[0.1261867308812592, 0.125482126323913]	[87.11000000000001, 86.70888888888888]	0.55	0.17	0.24	0
6zbs	5	1	0.3418174245150421	0.83367787	[0.009561163624642691, 0.009545077603969662]	[0.13138405081070362, 0.13156507461394643]	[68.22424657534246, 67.76821917808219]	0.54	0.16	0.24	0
6zbs	5	2	0.1749704213040822	0.73044282	[0.01026709100233002, 0.01024048364919453]	[0.12466995608667981, 0.12424947719184229]	[87.46481481481482, 87.21111111111112]	0.55	0.16	0.24	0
6zbs	5	3	0.1328094315026199	0.70615739	[0.010305036520879416, 0.01026763222397218]	[0.12599180535653215, 0.12548069703047257]	[87.31555555555555, 86.91074074074075]	0.55	0.16	0.24	0
6zbs	5	4	0.0865532405295158	0.66728511	[0.010189088461937673, 0.01014047471354796]	[0.12312581346878565, 0.12205868414627846]	[86.92750000000001, 86.6475]	0.54	0.14	0.22	0
7b3a	1	0	0.1621327670052301	0.73044282	[0.009547328270291918, 0.009539695944348406]	[0.09477747305255595, 0.09467245254396518]	[94.14270270270268, 94.00783783783784]	0.51	0.08	0.16	0
7b3a	1	1	0.2834193177941419	0.80223507	[0.009416536673564034, 0.009412473966447538]	[0.09816079167602926, 0.09803993017714915]	[86.88820512820514, 86.86871794871796]	0.5	0.08	0.17	0
7b3a	1	2	0.2509265697530864	0.78549007	[0.00948756117266436, 0.009540154605374176]	[0.11651226421731593, 0.11690535033755704]	[75.04939393939392, 76.1412121212121]	0.52	0.1	0.19	0
7b3a	1	3	0.0763013857855021	0.66728511	[0.009628094084944108, 0.009585771040112965]	[0.10726668053796434, 0.10794147982829165]	[85.395, 83.71333333333332]	0.52	0.1	0.18	0
7b3a	1	4	0.1735550245198067	0.73044282	[0.009567052584676435, 0.009546794109588544]	[0.09632760134407997, 0.09607343306868772]	[93.23370370370368, 92.85629629629628]	0.51	0.08	0.17	0
7b3a	2	0	0.0361687245022939	0.63555449	[0.00944785733298401, 0.00941646683589803]	[0.10141487213324901, 0.10141664439891464]	[85.04, 84.09666666666665]	0.51	0.09	0.17	0
7b3a	2	1	0.2905915504187612	0.80223507	[0.009952237752936983, 0.00995604611504987]	[0.11556912314708165, 0.1157506728495743]	[87.15971428571429, 87.11257142857144]	0.54	0.13	0.21	0
7b3a	2	2	0.3979188860243503	0.86040801	[0.009538485674380873, 0.009531914732019779]	[0.09630402683139488, 0.09628873327756447]	[92.37782608695655, 92.1895652173913]	0.51	0.08	0.17	0
7b3a	2	3	0.2930309483608328	0.80223507	[0.00967619902660729, 0.009654641125770056]	[0.10852049141236829, 0.10812999032767141]	[85.69342105263156, 85.42657894736843]	0.52	0.1	0.18	0
7b3a	2	4	0.1212854618065155	0.70615739	[0.009567026314694272, 0.009586753443733834]	[0.09519086839650232, 0.095401249988325]	[94.34625, 94.7475]	0.51	0.08	0.16	0
7b3a	3	0	0.1327428670701798	0.70615739	[0.00991206517762096, 0.009892927008436758]	[0.11980768290790336, 0.11928553470644392]	[83.15933333333332, 83.08200000000002]	0.52	0.1	0.19	0
7b3a	3	1	0.0496042601890007	0.63555449	[0.009602345350684625, 0.009571175164817034]	[0.10529842047224018, 0.105409033933322]	[86.27666666666666, 85.31666666666666]	0.51	0.09	0.18	0
7b3a	3	2	0.2995714478356568	0.81190228	[0.009440643474306544, 0.009415668543984436]	[0.10411667625018048, 0.10511293723411047]	[82.62297297297299, 81.1162162162162]	0.52	0.1	0.18	0
7b3a	3	3	0.3377234732921994	0.83367787	[0.009607735216200472, 0.00959613231380876]	[0.0970421113142202, 0.09700995670284085]	[93.77971428571429, 93.4602857142857]	0.51	0.08	0.17	0
7b3a	3	4	0.1875497376068063	0.74006263	[0.01044130988413521, 0.010418979084893747]	[0.13131233820525276, 0.1312957201534188]	[86.3825925925926, 85.9711111111111]	0.54	0.14	0.22	0
7b3a	4	0	0.1023270727153933	0.68635536	[0.00963465517740185, 0.009616657760565209]	[0.10030145818850843, 0.10036662158193821]	[91.51555555555557, 90.93333333333334]	0.51	0.09	0.17	0
7b3a	4	1	0.0725259276700753	0.66728511	[0.009743477287770662, 0.009720763376098292]	[0.11118172925468243, 0.11118646049537133]	[85.375, 84.78916666666667]	0.52	0.1	0.18	0
