ID,category,correct_result,min_ipsae,max_ipsae,avg_ipsae,max_iptm,min_iptm,avg_iptm,max_ptm,min_ptm,avg_ptm,max_rc,min_rc,avg_rc,multimer_frac_tm0.0,multimer_frac_tm0.1,multimer_frac_tm0.2,multimer_frac_tm0.3,multimer_frac_tm0.4,multimer_frac_tm0.5,multimer_frac_tm0.6,multimer_frac_tm0.7,multimer_frac_tm0.8,multimer_frac_tm0.9,hm_frac_tm0.0,hm_frac_tm0.1,hm_frac_tm0.2,hm_frac_tm0.3,hm_frac_tm0.4,hm_frac_tm0.5,hm_frac_tm0.6,hm_frac_tm0.7,hm_frac_tm0.8,hm_frac_tm0.9,highest_match_all_hits,highest_tm_all_hits,stoich_all_hits,highest_match_multimers,highest_tm_multimers,stoich_multimers,highest_match_homomultimers,highest_tm_homomultimers,num_contacts_with_max_n_models,num_unique_contacts,mean_contacts_across_predictions,min_contacts_across_predictions,best_num_residue_contacts,best_if_residues,best_plddt_max,best_pae_min,best_contact_score_max,buried_apolar_area_mean,buried_polar_area_mean,total_interaction_area_mean,fraction_buried_apolar_area_mean,fraction_buried_polar_area_mean,buried_apolar_area_min,buried_polar_area_min,total_interaction_area_min,fraction_buried_apolar_area_min,fraction_buried_polar_area_min,buried_apolar_area_max,buried_polar_area_max,total_interaction_area_max,fraction_buried_apolar_area_max,fraction_buried_polar_area_max,structural_consensus_mean,structural_consensus_min,structural_consensus_max
7f84-7f84,homodimer,1,0.764276,0.800029,0.786803,0.8864537477493286,0.8646629452705383,0.8777429103851319,0.9032508079281512,0.8857930033269746,0.8962292167964311,0.8898131597850932,0.8688889568818257,0.8814401716673916,0.8791,0.8791,0.8791,0.8954,0.9183,0.9679,0.9891,0.9844,0.9643,0.0,0.3101,0.3101,0.3101,0.3247,0.3311,0.2756,0.4022,0.4531,0.6786,0.0,4es3-assembly1,0.8536,homomultimer,4es3-assembly1,0.8536,homomultimer,4es3-assembly1,0.8536,105,125,115.0,110.0,116,76,98.0,0.8191859,2011.45,1599.9059999999995,1438.472,3038.37,0.5265672054423918,0.4734354275483236,1569.9399999999996,1386.08,2992.9300000000003,0.524549521706154,0.463118081612333,1618.2699999999995,1465.3899999999994,3083.65,0.5247904269291261,0.4752128159810613,0.989976,0.97913,0.9983
7ltw-7ltw,homodimer,1,0.75392,0.806074,0.78122,0.880439043045044,0.8476700186729431,0.8653154730796814,0.905461599294295,0.8853734625420445,0.8956694673014944,0.8848764393846881,0.8552107074467634,0.871386271924044,0.9342,0.9342,0.9342,0.9342,0.9342,0.9333,0.9057,0.8522,0.6667,1.0,0.0527,0.0527,0.0527,0.0527,0.0527,0.0512,0.0522,0.0975,0.3333,1.0,4ofi-assembly4,0.9103,homomultimer,4ofi-assembly4,0.9103,homomultimer,4ofi-assembly4,0.9103,38,65,50.0,46.0,53,40,99.0,0.95280474,1055.63,702.1139999999999,576.5300000000004,1278.6420000000005,0.549109132970761,0.4508924311887145,679.1700000000001,531.9900000000007,1241.1800000000003,0.5471970221885625,0.4286163167308534,729.8099999999995,616.6300000000001,1312.8999999999996,0.555876304364384,0.4696701957498669,0.968027,0.90957,0.99809
10xb-10xb,homodimer,1,0.674504,0.777301,0.723667,0.8474307060241699,0.7978124618530273,0.8212000966072083,0.8683738915770678,0.8361580088462843,0.8540902854085897,0.8516193431347495,0.8054815712516789,0.8277781343674846,0.9366,0.9366,0.9385,0.9457,0.9056,0.84,0.9091,1.0,1.0,0.0,0.1525,0.1525,0.1528,0.1461,0.2883,0.68,0.7273,0.8889,1.0,0.0,10xo-assembly1,0.8221,homomultimer,10xo-assembly1,0.8221,homomultimer,10xo-assembly1,0.8221,36,58,46.0,45.0,46,34,99.0,1.0305377,1165.46,756.094,566.802,1322.8960000000002,0.5715445507432179,0.428455449256782,675.0100000000002,505.3500000000004,1212.08,0.5569021846742791,0.416927925549469,812.9699999999993,663.8200000000006,1476.7800000000009,0.5505017673587121,0.4495050041306087,0.932948,0.88424,0.98886
7ead-7ead,homodimer,1,0.865504,0.871944,0.868726,0.9252520203590392,0.9214133024215698,0.9233025431632996,0.9399036100269048,0.9351320200149904,0.9381425032003292,0.9278636606464818,0.924157045940254,0.9262705351707056,0.8716,0.8716,0.8681,0.8509,0.9429,0.9429,0.9429,0.9429,1.0,1.0,0.5743,0.5743,0.5764,0.693,0.9429,0.9429,0.9429,0.9429,1.0,1.0,6hih-assembly1,0.9145,homomultimer,6hih-assembly1,0.9145,homomultimer,6hih-assembly1,0.9145,93,116,105.0,102.0,111,74,99.0,0.8910592,1659.58,1408.2900000000004,1207.6639999999998,2615.9479999999994,0.5383478570674955,0.4616544365560783,1391.4800000000005,1132.66,2549.6099999999988,0.5457619008397367,0.4442483360200189,1416.9699999999984,1238.3500000000004,2648.6399999999994,0.5349802162619302,0.4675418327896583,0.999072,0.99811,0.99965
7f7p-7f7p,homodimer,1,0.0,0.260113,0.060649,0.6142315864562988,0.0976409465074539,0.301240861415863,0.7205049004030474,0.3516670881470976,0.5412110047288239,0.6354862492456486,0.1484461748353826,0.3492348900784552,0.9834,0.9834,0.9834,0.9833,0.9868,0.9845,0.3333,0.0,0.0,0.0,0.112,0.112,0.112,0.1083,0.1009,0.0722,0.3333,0.0,0.0,0.0,2kub-assembly1,0.6474,monomer,3ze3-assembly1,0.6128,homomultimer,3ze3-assembly1,0.6128,47,66,23.0,0.0,49,34,91.0,2.9921415,869.99,982.9440000000002,819.4339999999999,1802.372,0.5453613349519413,0.4546419939945804,713.1400000000003,642.7600000000002,1383.7399999999998,0.5153713847977225,0.4645092286123118,1262.3900000000003,1079.7699999999995,2342.15,0.5389876822577548,0.4610165873236128,0.561504,0.4803,0.95719
7o6w-7o6w,homodimer,1,0.0,0.264584,0.056302,0.5589767694473267,0.0858356803655624,0.3011504709720611,0.7383245745327721,0.4928747545840555,0.6073818061546563,0.5948463304644158,0.167243495209261,0.3623967380085802,0.875,0.875,0.875,0.8571,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,7pze-assembly2,0.5054,monomer,6ktb-assembly1,0.3907,homomultimer,6ktb-assembly1,0.3907,14,80,19.0,0.0,26,22,91.0,3.5766258,223.6,633.252,514.7700000000004,1148.02,0.55160363059877,0.4483981115311584,477.8099999999995,348.2200000000012,910.7199999999984,0.5246508257203095,0.3823568165846822,780.8499999999999,668.06,1351.5500000000002,0.5777440716214715,0.4942917391143501,0.596819,0.49721,0.98683
10jx-10jx,homodimer,1,0.0,0.13533,0.04721,0.4561383128166199,0.1394900977611541,0.2671327829360962,0.6235590322306206,0.4541377232349758,0.5160608846028137,0.48962245669942,0.2028731068269313,0.3169184032694397,0.5614,0.5614,0.5614,0.561,0.5333,0.466,0.4365,0.8733,0.0,0.0,0.3947,0.3947,0.3947,0.3925,0.3635,0.3664,0.3452,0.8733,0.0,0.0,3olo-assembly2,0.7737,homomultimer,3olo-assembly2,0.7737,homomultimer,3olo-assembly2,0.7737,31,80,22.0,0.0,65,57,85.0,5.396944,250.77,2065.094,1135.592,3200.684,0.6452039626529827,0.3547966622134518,1184.63,704.4800000000005,1889.1000000000024,0.6270869726324698,0.372918320893547,2516.8,1637.4799999999989,3697.08,0.6807534594869463,0.4429117032901637,0.5605519999999999,0.47454,0.72593
7ncy-7ncy,homodimer,1,0.0,0.307004,0.064154,0.5738081932067871,0.191358596086502,0.2956131756305694,0.7399358361796988,0.5426624680751948,0.596731660386303,0.6070337218013695,0.2616193704842406,0.3558368725817161,0.1927,0.1927,0.1927,0.1937,0.1941,0.198,0.2749,0.2011,0.0,0.0,0.0917,0.0917,0.0917,0.0922,0.0924,0.0959,0.1611,0.1207,0.0,0.0,3ezz-assembly1,0.7809,homomultimer,3ezz-assembly1,0.7809,homomultimer,3ezz-assembly1,0.7809,1,94,28.0,11.0,65,46,91.0,4.004082,260.78,948.0820000000006,521.708,1469.794,0.645044135436667,0.3549531430935219,818.1000000000004,461.04,1298.5299999999988,0.6300200996511448,0.3550476307825005,1123.4799999999996,613.159999999999,1736.6500000000017,0.646923674891313,0.3530705668960345,0.7434959999999999,0.56878,0.90813
7t8i-7t8i,homodimer,1,0.70624,0.751008,0.733707,0.8718293905258179,0.8510230779647827,0.8615091681480408,0.8973507903062257,0.8838015518638773,0.891633672177073,0.8769336704818994,0.8575787727446017,0.8675340689538473,0.8837,0.8837,0.8837,0.8837,0.8832,0.8735,0.853,0.8341,0.7879,0.0,0.6465,0.6465,0.6465,0.6465,0.6451,0.6296,0.6479,0.7859,0.7879,0.0,2r1j-assembly1,0.874,homomultimer,2r1j-assembly1,0.874,homomultimer,2r1j-assembly1,0.874,37,44,41.0,37.0,43,34,99.0,0.987326,936.42,691.8860000000003,483.5,1175.3859999999995,0.5886457725377029,0.4113542274622976,686.1599999999999,476.4399999999996,1165.9499999999998,0.5884986491702046,0.4086281572966247,698.4100000000008,494.0400000000004,1189.7799999999995,0.5870076820924884,0.4152364302644191,0.997815,0.99509,0.99908
7dfe-7dfe,homodimer,1,0.0,0.160836,0.034315,0.4734672307968139,0.1113255247473716,0.1976347908377647,0.4693774313723644,0.3289713676719404,0.4036671737906328,0.4726492709119241,0.1700293304134035,0.2388412674283383,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6cnn-assembly1,0.2488,heteromultimer,6cnn-assembly1,0.2488,heteromultimer,6zvt-assembly1,0.2463,2,233,47.0,0.0,233,168,81.0,3.7658143,243.95,3450.124,1191.5440000000003,4641.676,0.743292724438328,0.2567055520462868,1790.699999999999,617.0700000000006,2407.7699999999986,0.7437172155147709,0.2562827844852294,6385.43,1940.4300000000003,8325.859999999999,0.7669393912460696,0.2330606087539306,0.4611349999999999,0.3069,0.83187
